title,abstract
role of receptor polymorphism and glycosylation in syncytium induction and host range variation of ecotropic mouse gammaretroviruses .,"background : we previously identified unusual variants of moloney and friend ecotropic mouse gammaretroviruses that have altered host range and are cytopathic in cells of the wild mouse species mus dunni . cytopathicity was attributed to different amino acid substitutions at the same critical env residue involved in receptor interaction : s82f in the moloney variant spl574 , and s84a in the friend mouse leukemia virus f - s mlv . because m. dunni cells carry a variant cat - 1 cell surface virus receptor ( dcat - 1 ) , we examined the role of this receptor variant in cytopathicity and host range . results : we expressed dcat - 1 or mcat - 1 of nih 3t3 origin in cells that are not normally infectible with ecotropic mlvs and evaluated the transfectants for susceptibility to virus infection and to virus - induced syncytium formation . the dcat - 1 transfectants , but not the mcat - 1 transfectants , were susceptible to virus - induced cytopathicity , and this cytopathic response was accompanied by the accumulation of unintegrated viral dna . the dcat - 1 transfectants , however , did not also reproduce the relative resistance of m. dunni cells to moloney mlv , and the mcat - 1 transfectants did not show the relative resistance of nih 3t3 cells to spl574 . western analysis , use of glycosylation inhibitors and mutagenesis to remove receptor glycosylation sites identified a possible role for cell - specific glycosylation in the modulation of virus entry . conclusion : virus entry and virus - induced syncytium formation using the cat - 1 receptor are mediated by a small number of critical amino acid residues in receptor and virus env . virus entry is modulated by glycosylation of cellular proteins , and this effect is cell and virus - specific ."
the presence of the tar rna structure alters the programmed -1 ribosomal frameshift efficiency of the human immunodeficiency virus type 1 ( hiv - 1 ) by modifying the rate of translation initiation .,"hiv - 1 uses a programmed -1 ribosomal frameshift to synthesize the precursor of its enzymes , gag - pol . the frameshift efficiency that is critical for the virus replication , is controlled by an interaction between the ribosome and a specific structure on the viral mrna , the frameshift stimulatory signal . the rate of cap - dependent translation initiation is known to be altered by the tar rna structure , present at the 5 ′ and 3 ′ end of all hiv - 1 mrnas . depending upon its concentration , tar activates or inhibits the double - stranded rna - dependent protein kinase ( pkr ) . we investigated here whether changes in translation initiation caused by tar affect hiv - 1 frameshift efficiency . cd4 + t cells and 293t cells were transfected with a dual - luciferase construct where the firefly luciferase expression depends upon the hiv - 1 frameshift . translation initiation was altered by adding tar in cis or trans of the reporter mrna . we show that hiv - 1 frameshift efficiency correlates negatively with changes in the rate of translation initiation caused by tar and mediated by pkr . a model is presented where changes in the rate of initiation affect the probability of frameshifting by altering the distance between elongating ribosomes on the mrna , which influences the frequency of encounter between these ribosomes and the frameshift stimulatory signal ."
establishing a nationwide emergency department - based syndromic surveillance system for better public health responses in taiwan .,"background : with international concern over emerging infectious diseases ( eid ) and bioterrorist attacks , public health is being required to have early outbreak detection systems . a disease surveillance team was organized to establish a hospital emergency department - based syndromic surveillance system ( ed - sss ) capable of automatically transmitting patient data electronically from the hospitals responsible for emergency care throughout the country to the centers for disease control in taiwan ( taiwan - cdc ) starting march , 2004 . this report describes the challenges and steps involved in developing ed - sss and the timely information it provides to improve in public health decision - making . methods : between june 2003 and march 2004 , after comparing various surveillance systems used around the world and consulting with ed physicians , pediatricians and internal medicine physicians involved in infectious disease control , the syndromic surveillance research team in taiwan worked with the real - time outbreak and disease surveillance ( rods ) laboratory at the university of pittsburgh to create taiwan 's ed - sss . the system was evaluated by analyzing daily electronic ed data received in real - time from the 189 hospitals participating in this system between april 1 , 2004 and march 31 , 2005 . results : taiwan 's ed - sss identified winter and summer spikes in two syndrome groups : influenza - like illnesses and respiratory syndrome illnesses , while total numbers of ed visits were significantly higher on weekends , national holidays and the days of chinese lunar new year than weekdays ( p < 0.001 ) . it also identified increases in the upper , lower , and total gastrointestinal ( gi ) syndrome groups starting in november 2004 and two clear spikes in enterovirus - like infections coinciding with the two school semesters . using ed - sss for surveillance of influenza - like illnesses and enteroviruses - related infections has improved taiwan 's pandemic flu preparedness and disease control capabilities . conclusion : taiwan 's ed - sss represents the first nationwide real - time syndromic surveillance system ever established in asia . the experiences reported herein can encourage other countries to develop their own surveillance systems . the system can be adapted to other cultural and language environments for better global surveillance of infectious diseases and international collaboration ."
amino acid similarity accounts for t cell cross-reactivity and for “ holes ” in the t cell repertoire .,"background : cytotoxic t cell ( ctl ) cross-reactivity is believed to play a pivotal role in generating immune responses but the extent and mechanisms of ctl cross-reactivity remain largely unknown . several studies suggest that ctl clones can recognize highly diverse peptides , some sharing no obvious sequence identity . the emerging realization in the field is that t cell receptors ( tcr ) recognize multiple distinct ligands . principal findings : first , we analyzed peptide scans of the hiv epitope slfntvatl ( sfl9 ) and found that tcr specificity is position dependent and that biochemically similar amino acid substitutions do not drastically affect recognition . inspired by this , we developed a general model of tcr peptide recognition using amino acid similarity matrices and found that such a model was able to predict the cross-reactivity of a diverse set of ctl epitopes . with this model , we were able to demonstrate that seemingly distinct t cell epitopes , i.e. , ones with low sequence identity , are in fact more biochemically similar than expected . additionally , an analysis of hiv immunogenicity data with our model showed that ctls have the tendency to respond mostly to peptides that do not resemble self - antigens . conclusions : t cell cross-reactivity can thus , to an extent greater than earlier appreciated , be explained by amino acid similarity . the results presented in this paper will help resolving some of the long - lasting discussions in the field of t cell cross-reactivity ."
"distinguishing molecular features and clinical characteristics of a putative new rhinovirus species , human rhinovirus c ( hrv c )","background : human rhinoviruses ( hrvs ) are the most frequently detected pathogens in acute respiratory tract infections ( artis ) and yet little is known about the prevalence , recurrence , structure and clinical impact of individual members . during 2007 , the complete coding sequences of six previously unknown and highly divergent hrv strains were reported . to catalogue the molecular and clinical features distinguishing the divergent hrv strains , we undertook , for the first time , in silico analyses of all available polyprotein sequences and performed retrospective reviews of the medical records of cases in which variants of the prototype strain , hrv - qpm , had been detected . methodology / principle findings : genomic analyses revealed that the six divergent strains , residing within a clade we previously called hrv a2 , had the shortest polyprotein of all picornaviruses investigated . structure - based amino acid alignments identified conserved motifs shared among members of the genus rhinovirus as well as substantive deletions and insertions unique to the divergent strains . deletions mostly affected regions encoding proteins traditionally involved in antigenicity and serving as hrv and hev receptor footprints . because the hrv a2 strains can not yet be cultured , we created homology models of predicted hrv - qpm structural proteins . in silico comparisons confirmed that hrv - qpm was most closely related to the major group hrvs . hrv - qpm was most frequently detected in infants with expiratory wheezing or persistent cough who had been admitted to hospital and required supplemental oxygen . it was the only virus detected in 65 % of positive individuals . these observations contributed to an objective clinical impact ranging from mild to severe . conclusions : the divergent strains did not meet classification requirements for any existing species of the genus rhinovirus or enterovirus . hrv a2 strains should be partitioned into at least one new species , putatively called human rhinovirus c , populated by members detected with high frequency , from individuals with respiratory symptoms requiring hospital admission ."
epithelial cell apoptosis and neutrophil recruitment in acute lung injury — a unifying hypothesis ? what we have learned from small interfering rnas .,"in spite of protective ventilatory strategies , acute lung injury ( ali ) remains associated with high morbidity and mortality . one reason for the lack of therapeutic options might be that ali is a co-morbid event associated with a diverse family of diseases and , thus , may be the result of distinct pathological processes . among them , activated neutrophil - ( pmn - ) induced tissue injury and epithelial cell apoptosis mediated lung damage represent two potentially important candidate pathomechanisms that have been put forward . several approaches have been undertaken to test these hypotheses , with substantial success in the treatment of experimental forms of ali . with this in mind , we will summarize these two current hypotheses of ali briefly , emphasizing the role of apoptosis in regulating pmn and / or lung epithelial cell responses . in addition , the contribution that fas - mediated inflammation may play as a potential biological link between lung cell apoptosis and pmn recruitment will be considered , as well as the in vivo application of small interfering rna ( sirna ) as a novel approach to the inhibition of ali and its therapeutic implications ."
"the cucumovirus 2b gene drives selection of inter-viral recombinants affecting the crossover site , the acceptor rna and the rate of selection .","rna – rna recombination is an important pathway in virus evolution and has been described for many viruses . however , the factors driving recombination or promoting the selection of recombinants are still unclear . here , we show that the small movement protein ( 2b ) was able to promote selection of rna 1/2 – rna 3 recombinants within a chimeric virus having rnas 1 and 2 from cucumber mosaic virus , and rna 3 from the related tomato aspermy virus , along with heterologous 2b genes . the source of the 2b also determined the selection of the acceptor rna and the crossover site , as well as affecting the rate of selection of the recombinant rnas . the nature of the rna 3 also influenced the selection of the recombinant rnas . a 163 - nt tandem repeat in rna 3 significantly affected the rate of selection of the recombinant rna , while a single nucleotide within the repeat affected the crossover site . the recombination occurred in a non-random manner , involved no intermediates and probably was generated via a copy - choice mechanism during ( + ) strand rna synthesis ."
epigrass : a tool to study disease spread in complex networks .,"background : the construction of complex spatial simulation models such as those used in network epidemiology , is a daunting task due to the large amount of data involved in their parameterization . such data , which frequently resides on large geo - referenced databases , has to be processed and assigned to the various components of the model . all this just to construct the model , then it still has to be simulated and analyzed under different epidemiological scenarios . this workflow can only be achieved efficiently by computational tools that can automate most , if not all , these time - consuming tasks . in this paper , we present a simulation software , epigrass , aimed to help designing and simulating network - epidemic models with any kind of node behavior . results : a network epidemiological model representing the spread of a directly transmitted disease through a bus - transportation network connecting mid-size cities in brazil . results show that the topological context of the starting point of the epidemic is of great importance from both control and preventive perspectives . conclusion : epigrass is shown to facilitate greatly the construction , simulation and analysis of complex network models . the output of model results in standard gis file formats facilitate the post-processing and analysis of results by means of sophisticated gis software ."
autoimmune cholangitis in the sjl / j mouse is antigen non-specific .,"primary biliary cirrhosis ( pbc ) is an autoimmune disease characterized by intrahepatic bile duct destruction and the production of anti-mitochondrial antibodies ( ama ) . the absence of an animal model has been a striking impedance in defining the molecular basis of disease . previous work has suggested that sjl / j mice immunize with the pyruvate dehydrogenase complex ( pdc - e2 ) , the major mitochondrial autoantigen of pbc , leads to the development of lymphoid cell infiltration in portal tracts and a model system coined autoimmune cholangitis . we hypothesized that this pathology would be augmented if immunization occurred in the presence of ifn - γ injections . accordingly , sjl / j mice were immunized with pdc - e2 and , for purpose of control , α - casein . subgroups of mice were also treated with exogenous ifn - γ . as expected , mice immunized with pdc - e2 , with or without ifn - γ , developed high titer amas . in contrast , mice immunized with α - casein , develop antinuclear antibodies . more importantly , the livers from mice immunized with pdc - e2 and / or those immunized with α - casein all displayed lymphoid cell infiltration to the portal tracts , irrespective of bile duct size . indeed , there was no significant difference between the experimental and the control groups by histologic analysis . thus , autoimmune cholangitis in these mice is antigen non-specific ."
"la crosse virus infectivity , pathogenesis , and immunogenicity in mice and monkeys .","background : la crosse virus ( lacv ) , family bunyaviridae , was first identified as a human pathogen in 1960 after its isolation from a 4 year - old girl with fatal encephalitis in la crosse , wisconsin . lacv is a major cause of pediatric encephalitis in north america and infects up to 300,000 persons each year of which 70 – 130 result in severe disease of the central nervous system ( cns ) . as an initial step in the establishment of useful animal models to support vaccine development , we examined lacv infectivity , pathogenesis , and immunogenicity in both weanling mice and rhesus monkeys . results : following intraperitoneal inoculation of mice , lacv replicated in various organs before reaching the cns where it replicates to high titer causing death from neurological disease . the peripheral site where lacv replicates to highest titer is the nasal turbinates , and , presumably , lacv can enter the cns via the olfactory neurons from nasal olfactory epithelium . the mouse infectious dose ( 50 ) and lethal dose ( 50 ) was similar for lacv administered either intranasally or intraperitoneally . lacv was highly infectious for rhesus monkeys and infected 100 % of the animals at 10 pfu . however , the infection was asymptomatic , and the monkeys developed a strong neutralizing antibody response . conclusion : in mice , lacv likely gains access to the cns via the blood stream or via olfactory neurons . the ability to efficiently infect mice intranasally raises the possibility that lacv might use this route to infect its natural hosts . rhesus monkeys are susceptible to lacv infection and develop strong neutralizing antibody responses after inoculation with as little as 10 pfu . mice and rhesus monkeys are useful animal models for lacv vaccine immunologic testing although the rhesus monkey model is not optimal ."
the intrinsically disordered c ‐ terminal domain of the measles virus nucleoprotein interacts with the c ‐ terminal domain of the phosphoprotein via two distinct sites and remains predominantly unfolded .,"measles virus is a negative ‐ sense , single ‐ stranded rna virus within themononegavirales order , which includes several human pathogens , including rabies , ebola , nipah , and hendra viruses . themeasles virus nucleoprotein consists of a structured n ‐ terminal domain , and of an intrinsically disordered c ‐ terminal domain , n ( tail ) ( aa 401 – 525 ) , which undergoes induced folding in the presence of the c ‐ terminal domain ( xd , aa 459 – 507 ) of the viral phosphoprotein . with in n ( tail ) , an α ‐ helical molecular recognition element ( α ‐ more , aa 488 – 499 ) involved in binding to p and in induced folding was identified and then observed in the crystal structure of xd . using small ‐ angle x ‐ ray scattering , we have derived a low ‐ resolution structural model of the complex between xd and n ( tail ) , which shows that most of n ( tail ) remains disordered in the complex despite p ‐ induced folding within the α ‐ more . the model consists of an extended shape accommodating the multiple conformations adopted by the disordered n ‐ terminal region of n ( tail ) , and of a bulky globular region , corresponding to xd and to the c terminus of n ( tail ) ( aa 486 – 525 ) . using surface plasmon resonance , circular dichroism , fluorescence spectroscopy , and heteronuclear magnetic resonance , we show that n ( tail ) has an additional site ( aa 517 – 525 ) involved in binding to xd but not in the unstructured ‐ to ‐ structured transition . this work provides evidence that intrinsically disordered domains can establish complex interactions with their partners , and can contact them through multiple sites that do not all necessarily gain regular secondary structure ."
"a survey of knowledge , attitudes and practices towards avian influenza in an adult population of italy .","background : several public health strategic interventions are required for effective prevention and control of avian influenza ( ai ) and it is necessary to create a communication plan to keep families adequately informed on how to avoid or reduce exposure . this investigation determined the knowledge , attitudes , and behaviors relating to ai among an adult population in italy . methods : from december 2005 to february 2006 a random sample of 1020 adults received a questionnaire about socio - demographic characteristics , knowledge of transmission and prevention about ai , attitudes towards ai , behaviors regarding use of preventive measures and food - handling practices , and sources of information about ai . results : a response rate of 67 % was achieved . those in higher socioeconomic classes were more likely to identify the modes of transmission and the animals ' vehicles for ai . those older , who knew the modes of transmission and the animals ' vehicles for ai , and who still need information , were more likely to know that washing hands soap before and after touching raw poultry meat and using gloves is recommended to avoid spreading of ai through food . the risk of being infected was significantly higher in those from lower socioeconomic classes , if they did not know the definition of ai , if they knew that ai could be transmitted by eating and touching raw eggs and poultry foods , and if they did not need information . compliance with the hygienic practices during handling of raw poultry meat was more likely in those who perceived to be at higher risk , who knew the hygienic practices , who knew the modes of transmission and the animals ' vehicles for ai , and who received information from health professionals and scientific journals . conclusion : respondents demonstrate no detailed understanding of ai , a greater perceived risk , and a lower compliance with precautions behaviors and health educational strategies are strongly needed ."
the evolution of human influenza a viruses from 1999 to 2006 : a complete genome study .,"background : knowledge about the complete genome constellation of seasonal influenza a viruses from different countries is valuable for monitoring and understanding of the evolution and migration of strains . few complete genome sequences of influenza a viruses from europe are publicly available at the present time and there have been few longitudinal genome studies of human influenza a viruses . we have studied the evolution of circulating human h3n2 , h1n1 and h1n2 influenza a viruses from 1999 to 2006 , we analysed 234 danish human influenza a viruses and characterised 24 complete genomes . results : h3n2 was the prevalent strain in denmark during the study period , but h1n1 dominated the 2000 – 2001 season . h1n2 viruses were first observed in denmark in 2002 – 2003 . after years of little genetic change in the h1n1 viruses the 2005 – 2006 season presented h1n1 of greater variability than before . this indicates that h1n1 viruses are evolving and that h1n1 soon is likely to be the prevalent strain again . generally , the influenza a haemagglutinin ( ha ) of h3n2 viruses formed seasonal phylogenetic clusters . different lineages co-circulating within the same season were also observed . the evolution has been stochastic , influenced by small "" jumps "" in genetic distance rather than constant drift , especially with the introduction of the fujian - like viruses in 2002 – 2003 . also evolutionary stasis - periods were observed which might indicate well fit viruses . the evolution of h3n2 viruses have also been influenced by gene reassortments between lineages from different seasons . none of the influenza genes were influenced by strong positive selection pressure . the antigenic site b in h3n2 ha was the preferred site for genetic change during the study period probably because the site a has been masked by glycosylations . substitutions at ctl - epitopes in the genes coding for the neuraminidase ( na ) , polymerase acidic protein ( pa ) , matrix protein 1 ( m1 ) , non-structural protein 1 ( ns1 ) and especially the nucleoprotein ( np ) were observed . the n - linked glycosylation pattern varied during the study period and the h3n2 isolates from 2004 to 2006 were highly glycosylated with ten predicted sequons in ha , the highest amount of glycosylations observed in this study period . conclusion : the present study is the first to our knowledge to characterise the evolution of complete genomes of influenza a h3n2 , h1n1 and h1n2 isolates from europe over a time period of seven years from 1999 to 2006 . more precise knowledge about the circulating strains may have implications for predicting the following season strains and thereby better matching the vaccine composition ."
"can "" presumed consent "" justify the duty to treat infectious diseases ? an analysis .","background : aids , sars , and the recent epidemics of the avian - flu have all served to remind us the debate over the limits of the moral duty to care . it is important to first consider the question of whether or not the "" duty to treat "" might be subject to contextual constraints . the purpose of this study was to investigate the opinions and beliefs held by both physicians and dentists regarding the occupational risks of infectious diseases , and to analyze the argument that the notion of "" presumed consent "" on the part of professionals may be grounds for supporting the duty to treat . methods : for this cross-sectional survey , the study population was selected from among physicians and dentists in ankara . all of the 373 participants were given a self - administered questionnaire . results : in total , 79.6 % of the participants said that they either had some degree of knowledge about the risks when they chose their profession or that they learned of the risks later during their education and training . of the participants , 5.2 % said that they would not have chosen this profession if they had been informed of the risks . it was found that 57 % of the participants believed that there is a standard level of risk , and 52 % of the participants stated that certain diseases would exceed the level of acceptable risk unless specific protective measures were implemented . conclusion : if we use the presumed consent argument to establish the duty of the hcw to provide care , we are confronted with problems ranging over the difficulty of choosing a profession autonomously , the constant level of uncertainty present in the medical profession , the near - impossibility of being able to evaluate retrospectively whether every individual was informed , and the seemingly inescapable problem that this practice would legitimize , and perhaps even foster , discrimination against patients with certain diseases . our findings suggest that another problem can be added to the list : one - fifth of the participants in this study either lacked adequate knowledge of the occupational risks when they chose the medical profession or were not sufficiently informed of these risks during their faculty education and training . furthermore , in terms of the moral duty to provide care , it seems that most hcws are more concerned about the availability of protective measures than about whether they had been informed of a particular risk beforehand . for all these reasons , the presumed consent argument is not persuasive enough , and can not be used to justify the duty to provide care . it is therefore more useful to emphasize justifications other than presumed consent when defining the duty of hcws to provide care , such as the social contract between society and the medical profession and the fact that hcws have a greater ability to provide medical aid ."
improved production of human type ii procollagen in the yeast pichia pastoris in shake flasks by a wireless - controlled fed - batch system .,"background : here we describe a new technical solution for optimization of pichia pastoris shake flask cultures with the example of production of stable human type ii collagen . production of recombinant proteins in p. pastoris is usually performed by controlling gene expression with the strong aox1 promoter , which is induced by addition of methanol . optimization of processes using the aox1 promoter in p. pastoris is generally done in bioreactors by fed - batch fermentation with a controlled continuous addition of methanol for avoiding methanol toxification and carbon / energy starvation . the development of feeding protocols and the study of aox1 - controlled recombinant protein production have been largely made in shake flasks , although shake flasks have very limited possibilities for measurement and control . results : by applying on - line po ( 2 ) monitoring we demonstrate that the widely used pulse feeding of methanol results in long phases of methanol exhaustion and consequently low expression of aox1 controlled genes . furthermore , we provide a solution to apply the fed - batch strategy in shake flasks . the presented solution applies a wireless feeding unit which can be flexibly positioned and allows the use of computer - controlled feeding profiles . by using the human collagen ii as an example we show that a quasi-continuous feeding profile , being the simplest way of a fed - batch fermentation , results in a higher production level of human collagen ii . moreover , the product has a higher proteolytic stability compared to control cultures due to the increased expression of human collagen prolyl 4 - hydroxylase as monitored by mrna and protein levels . conclusion : the recommended standard protocol for methanol addition in shake flasks using pulse feeding is non-optimal and leads to repeated long phases of methanol starvation . the problem can be solved by applying the fed - batch technology . the presented wireless feeding unit , together with an on - line monitoring system offers a flexible , simple , and low - cost solution for initial optimization of the production in shake flasks which can be performed in parallel . by this way the fed - batch strategy can be applied from the early screening steps also in laboratories which do not have access to high - cost and complicated bioreactor systems ."
hmgb1 : endogenous danger signaling .,"while foreign pathogens and their products have long been known to activate the innate immune system , the recent recognition of a group of endogenous molecules that serve a similar function has provided a framework for understanding the overlap between the inflammatory responses activated by pathogens and injury . these endogenous molecules , termed alarmins , are normal cell constituents that can be released into the extracellular milieu during states of cellular stress or damage and subsequently activate the immune system . one nuclear protein , high mobility group box - 1 ( hmgb1 ) , has received particular attention as fulfilling the functions of an alarmin by being involved in both infectious and non-infectious inflammatory conditions . once released , hmgb1 signals through various receptors to activate immune cells involved in the immune process . although initial studies demonstrated hmgb1 as a late mediator of sepsis , recent findings indicate hmgb1 to have an important role in models of non-infectious inflammation , such as autoimmunity , cancer , trauma , and ischemia reperfusion injury . furthermore , in contrast to its pro-inflammatory functions , there is evidence that hmgb1 also has restorative effects leading to tissue repair and regeneration . the complex functions of hmgb1 as an archetypical alarmin are outlined here to review our current understanding of a molecule that holds the potential for treatment in many important human conditions ."
quantitative measurement of thyroglobulin mrna in peripheral blood of patients after total thyroidectomy .,"previous studies have reported the clinical usefulness of reverse transcription - polymerase chain reaction ( rt - pcr ) detection of thyroglobulin ( tg ) mrna in the peripheral blood of patients with differentiated thyroid carcinoma . to evaluate this usefulness , we measured tg mrna in the peripheral blood of patients diagnosed with thyroid carcinoma after total thyroidectomy by real - time quantitative rt - pcr using glyceraldehyde -3-phosphate dehydrogenase ( gapdh ) mrna as an internal control . surprisingly , we detected tg mrna in all samples obtained after total thyroidectomy , including those from 4 medullary carcinomas . further , there was no statistical difference in expression levels of tg mrna in the patients with or without metastasis , and no significant correlation was found between serum tg concentrations and the expression levels of tg mrna . these results give rise to a question regarding the clinical applications of not only rt - pcr detection but also quantitative measurement of tg mrna in peripheral blood . © 2001 cancer research campaign http://www.bjcancer.com"
functional analysis of the 5 ′ genomic sequence of a bovine norovirus .,"background : jena virus ( jv ) , a bovine norovirus , causes enteric disease in cattle and represents a potential model for the study of enteric norovirus infection and pathogenesis . the positive sense rna genome of jv is organised into orf1 ( non-structural proteins ) , orf2 ( major capsid protein ) and orf3 ( minor capsid protein ) . the lack of a cell culture system for studying jv replication has meant that work to date has relied upon in vitro systems to study non-structural protein synthesis and processing . principal findings : only two of the three major orf1 proteins were identified ( p110 and 2c ) following in vitro translation of jv rna , the n - term protein was not detected . the n - term encoding genomic sequence ( 5 ′ gs ) was tested for ires - like function in a bi-cistronic system and displayed no evidence of ires - like activity . the site of translation initiation in jv was determined to be at the predicted nucleotide 22 . following the insertion of an epitope within the 5 ′ gs the jv n - term protein was identified in vitro and within rna transfected cells . conclusions : the in vitro transcription / translation system is currently the best system for analysing protein synthesis and processing in jv . unlike similarly studied human noroviruses jv initially did not appear to express the n - terminal protein , presenting the possibility that the encoding rna sequence had a regulatory function , most likely involved in translation initiation in an ires - like manner . this was not the case and , following determination of the site of translation initiation the n - term protein was detected using an epitope tag , both in vitro and in vivo . although slightly larger than predicted the n - term protein was detected in a processed form in vivo , thus not only demonstrating initial translation of the orf1 polyprotein but also activity of the viral protease . these findings indicate that the block to noroviral replication in cultured cells lies elsewhere ."
preliminary findings of a randomized trial of non-pharmaceutical interventions to prevent influenza transmission in households .,"background : there are sparse data on whether non-pharmaceutical interventions can reduce the spread of influenza . we implemented a study of the feasibility and efficacy of face masks and hand hygiene to reduce influenza transmission among hong kong household members . methodology / principal findings : we conducted a cluster randomized controlled trial of households ( composed of at least 3 members ) where an index subject presented with influenza - like - illness of < 48 hours duration . after influenza was confirmed in an index case by the quickvue influenza a+b rapid test , the household of the index subject was randomized to 1 ) control or 2 ) surgical face masks or 3 ) hand hygiene . households were visited within 36 hours , and 3 , 6 and 9 days later . nose and throat swabs were collected from index subjects and all household contacts at each home visit and tested by viral culture . the primary outcome measure was laboratory culture confirmed influenza in a household contact ; the secondary outcome was clinically diagnosed influenza ( by self - reported symptoms ) . we randomized 198 households and completed follow up home visits in 128 ; the index cases in 122 of those households had laboratory - confirmed influenza . there were 21 household contacts with laboratory confirmed influenza corresponding to a secondary attack ratio of 6 % . clinical secondary attack ratios varied from 5 % to 18 % depending on case definitions . the laboratory - based or clinical secondary attack ratios did not significantly differ across the intervention arms . adherence to interventions was variable . conclusions / significance : the secondary attack ratios were lower than anticipated , and lower than reported in other countries , perhaps due to differing patterns of susceptibility , lack of significant antigenic drift in circulating influenza virus strains recently , and / or issues related to the symptomatic recruitment design . lessons learnt from this pilot have informed changes for the main study in 2008 . trial registration : clinicaltrials.gov nct00425893 hkclinicaltrials.com hkctr - 365"
real time bayesian estimation of the epidemic potential of emerging infectious diseases .,"background : fast changes in human demographics worldwide , coupled with increased mobility , and modified land uses make the threat of emerging infectious diseases increasingly important . currently there is worldwide alert for h5n1 avian influenza becoming as transmissible in humans as seasonal influenza , and potentially causing a pandemic of unprecedented proportions . here we show how epidemiological surveillance data for emerging infectious diseases can be interpreted in real time to assess changes in transmissibility with quantified uncertainty , and to perform running time predictions of new cases and guide logistics allocations . methodology / principal findings : we develop an extension of standard epidemiological models , appropriate for emerging infectious diseases , that describes the probabilistic progression of case numbers due to the concurrent effects of ( incipient ) human transmission and multiple introductions from a reservoir . the model is cast in terms of surveillance observables and immediately suggests a simple graphical estimation procedure for the effective reproductive number r ( mean number of cases generated by an infectious individual ) of standard epidemics . for emerging infectious diseases , which typically show large relative case number fluctuations over time , we develop a bayesian scheme for real time estimation of the probability distribution of the effective reproduction number and show how to use such inferences to formulate significance tests on future epidemiological observations . conclusions / significance : violations of these significance tests define statistical anomalies that may signal changes in the epidemiology of emerging diseases and should trigger further field investigation . we apply the methodology to case data from world health organization reports to place bounds on the current transmissibility of h5n1 influenza in humans and establish a statistical basis for monitoring its evolution in real time ."
"detectiv : visualization , normalization and significance testing for pathogen - detection microarray data .","dna microarrays offer the possibility of testing for the presence of thousands of micro-organisms in a single experiment . however , there is a lack of reliable bioinformatics tools for the analysis of such data . we have developed detectiv , a package for the statistical software r. detectiv offers powerful yet simple visualization , normalization and significance testing tools . we show that detectiv performs better than previously published software on a large , publicly available dataset ."
expression of foot - and - mouth disease virus capsid proteins in silkworm - baculovirus expression system and its utilization as a subunit vaccine .,"background : foot - and - mouth disease ( fmd ) is a highly contagious disease of livestock that causes severe economic loss in susceptible cloven - hoofed animals . although the traditional inactivated vaccine has been proved effective , it may lead to a new outbreak of fmd because of either incomplete inactivation of fmdv or the escape of live virus from vaccine production workshop . thus , it is urgent to develop a novel fmdv vaccine that is safer , more effective and more economical than traditional vaccines . methodology and principal findings : a recombinant silkworm baculovirus bm - p12a3c which contained the intact p1 - 2a and 3c protease coding regions of fmdv asia 1 / hnk / cha / 05 was developed . indirect immunofluorescence test and sandwich - elisa were used to verify that bm - p12a3c could express the target cassette . expression products from silkworm were diluted to 30 folds and used as antigen to immunize cattle . specific antibody was induced in all vaccinated animals . after challenge with virulent homologous virus , four of the five animals were completely protected , and clinical symptoms were alleviated and delayed in the remaining one . furthermore , a pd ( 50 ) ( 50 % bovine protective dose ) test was performed to assess the bovine potency of the subunit vaccine . the result showed the subunit vaccine could achieve 6.34 pd ( 50 ) per dose . conclusion : the results suggest that this strategy might be used to develop the new subunit fmdv vaccine ."
the effect of network mixing patterns on epidemic dynamics and the efficacy of disease contact tracing .,"in networks , nodes may preferentially contact other nodes with similar ( assortatively mixed ) or dissimilar ( disassortatively mixed ) numbers of contacts . different patterns of contact support different epidemic dynamics , potentially affecting the efficacy of control measures such as contact tracing , which aims to identify and isolate nodes with infectious contacts . we used stochastic simulations to investigate the effects of mixing patterns on epidemic dynamics and contact - tracing efficacy . for uncontrolled epidemics , outbreaks occur at lower infection rates for more assortatively mixed networks , with faster initial epidemic growth rate and shorter epidemic duration than for disassortatively mixed networks . contact tracing performs better for assortative mixing where epidemic size is large and tracing rate low , but it performs better for disassortative mixing at higher contact rates . for assortatively mixed networks , disease spreads first to highly connected nodes , but this is balanced by contact tracing quickly identifying these same nodes . the converse is true for disassortative mixing , where both disease and tracing are less likely to target highly connected nodes . for small epidemics , contact tracing is more effective on disassortative networks due to the greater resilience of assortative networks to link removal . multi-step contact tracing is more effective than single - step tracing for assortative mixing , but this effect is smaller for disassortatively mixed networks ."
